,c,mn,si,cr,ni,mo,v,n,nb,co,w,al,ti,fe,combined_compositions,yield_strength,tensile_strength,elongation,combined_properties,elongation_predicted,combined_predicted,elongation_catagorised_true,elongation_catagorised_predicted
284,0.0,0.04,0.06,5.01,11.83,2.98,0.01,0.0,0.01,0.01,0.0,0.39,0.2,79.43,"[79.43, 0.0, 0.04, 0.06, 5.01, 11.83, 2.98, 0.01, 0.0, 0.01, 0.01, 0.0, 0.39, 0.2]",1324.3,1351.8,16.0,[1324.3 1351.8   16. ],16.586088107797387,[1212.82155382 1219.40238841   16.58608811],strong,strong
285,0.01,0.04,1.87,0.01,16.7,0.02,0.01,0.0,0.01,0.01,0.0,0.05,0.08,81.2,"[81.2, 0.01, 0.04, 1.87, 0.01, 16.7, 0.02, 0.01, 0.0, 0.01, 0.01, 0.0, 0.05, 0.08]",1188.5,1223.0,18.0,[1188.5 1223.    18. ],15.150121937912136,[1224.08548394 1215.99965144   15.15012194],strong,strong
286,0.01,0.08,0.04,4.7,12.2,3.13,0.01,0.0,0.01,0.01,0.0,0.26,0.19,79.4,"[79.4, 0.01, 0.08, 0.04, 4.7, 12.2, 3.13, 0.01, 0.0, 0.01, 0.01, 0.0, 0.26, 0.19]",1212.6,1244.3,18.0,[1212.6 1244.3   18. ],16.72143038702608,[1193.94915333 1208.63584931   16.72143039],strong,strong
287,0.36,0.21,0.01,7.72,0.01,5.71,1.15,0.0,0.01,4.93,0.0,0.03,0.0,79.86,"[79.86, 0.36, 0.21, 0.01, 7.72, 0.01, 5.71, 1.15, 0.0, 0.01, 4.93, 0.0, 0.03, 0.0]",1819.0,2135.9,6.0,[1819.  2135.9    6. ],7.927071483396267,[1594.557712   1994.66293531    7.92707148],medium,medium
288,0.37,0.23,0.01,7.19,0.01,5.71,1.1,0.0,0.78,4.99,0.0,0.03,0.0,79.58,"[79.58, 0.37, 0.23, 0.01, 7.19, 0.01, 5.71, 1.1, 0.0, 0.78, 4.99, 0.0, 0.03, 0.0]",1340.1,1998.1,10.0,[1340.1 1998.1   10. ],8.014271250005265,[1573.41966607 2001.8947961     8.01427125],medium,medium
289,0.0,0.05,0.06,4.81,11.5,2.95,0.01,0.0,0.01,0.01,0.0,0.66,0.2,79.76,"[79.76, 0.0, 0.05, 0.06, 4.81, 11.5, 2.95, 0.01, 0.0, 0.01, 0.01, 0.0, 0.66, 0.2]",1451.7,1494.4,16.0,[1451.7 1494.4   16. ],15.849065369577643,[1284.52287237 1279.74313117   15.84906537],strong,strong
290,0.35,0.23,0.01,7.15,0.01,5.78,1.02,0.0,0.01,4.9,1.54,0.03,0.0,78.96,"[78.96, 0.35, 0.23, 0.01, 7.15, 0.01, 5.78, 1.02, 0.0, 0.01, 4.9, 1.54, 0.03, 0.0]",1688.1,,,[1688.1    nan    nan],6.7732294863654,[1565.87175159 1976.00613941    6.77322949],,medium
291,0.01,0.07,0.04,4.57,12.05,3.12,0.01,0.0,0.01,0.01,0.0,0.34,0.18,79.59,"[79.59, 0.01, 0.07, 0.04, 4.57, 12.05, 3.12, 0.01, 0.0, 0.01, 0.01, 0.0, 0.34, 0.18]",1254.0,1286.4,16.0,[1254.  1286.4   16. ],16.525219904995822,[1211.47140783 1221.44836382   16.5252199 ],strong,strong
292,0.01,1.72,0.02,0.01,18.1,0.02,0.01,0.0,0.01,0.01,0.0,0.05,0.06,79.94,"[79.94, 0.01, 1.72, 0.02, 0.01, 18.1, 0.02, 0.01, 0.0, 0.01, 0.01, 0.0, 0.05, 0.06]",1136.9,1192.0,8.0,[1136.9 1192.     8. ],17.77603228659556,[1203.20354562 1115.31362603   17.77603229],medium,strong
293,0.36,0.17,0.01,7.11,0.01,0.25,1.08,0.0,0.01,5.03,9.18,0.03,0.0,76.75,"[76.75, 0.36, 0.17, 0.01, 7.11, 0.01, 0.25, 1.08, 0.0, 0.01, 5.03, 9.18, 0.03, 0.0]",1681.2,2032.6,2.0,[1.6812e+03 2.0326e+03 2.0000e+00],0.7369411477633181,[1.61240068e+03 2.02458243e+03 7.36941148e-01],fragile,fragile
294,0.01,0.05,0.11,4.62,12.08,2.79,0.01,0.0,0.01,0.01,0.0,0.21,0.2,79.91,"[79.91, 0.01, 0.05, 0.11, 4.62, 12.08, 2.79, 0.01, 0.0, 0.01, 0.01, 0.0, 0.21, 0.2]",1167.2,1220.9,17.5,[1167.2 1220.9   17.5],16.77015480284436,[1188.35807619 1201.91190268   16.7701548 ],strong,strong
295,0.43,0.21,0.01,7.14,0.01,5.62,1.02,0.0,0.01,4.99,0.0,0.03,0.0,80.52,"[80.52, 0.43, 0.21, 0.01, 7.14, 0.01, 5.62, 1.02, 0.0, 0.01, 4.99, 0.0, 0.03, 0.0]",1736.3,2039.4,6.0,[1736.3 2039.4    6. ],6.5246509926140845,[1705.29957419 2139.91343493    6.52465099],medium,medium
296,0.02,0.01,0.01,0.01,15.7,2.0,0.01,0.0,0.01,0.01,0.0,0.1,1.98,80.13,"[80.13, 0.02, 0.01, 0.01, 0.01, 15.7, 2.0, 0.01, 0.0, 0.01, 0.01, 0.0, 0.1, 1.98]",1723.2,1847.2,10.0,[1723.2 1847.2   10. ],9.988063099677959,[1818.1418429  1868.37689013    9.9880631 ],medium,medium
297,0.39,0.22,0.01,6.99,0.01,5.75,1.08,0.0,0.01,4.9,0.0,0.03,0.0,80.61,"[80.61, 0.39, 0.22, 0.01, 6.99, 0.01, 5.75, 1.08, 0.0, 0.01, 4.9, 0.0, 0.03, 0.0]",1688.1,1998.1,8.0,[1688.1 1998.1    8. ],7.257346449784688,[1642.7385486  2053.71919641    7.25734645],medium,medium
298,0.02,0.07,0.11,4.7,10.2,3.1,0.01,0.0,0.01,0.01,0.0,0.7,0.22,80.85,"[80.85, 0.02, 0.07, 0.11, 4.7, 10.2, 3.1, 0.01, 0.0, 0.01, 0.01, 0.0, 0.7, 0.22]",1420.0,1455.9,12.0,[1420.  1455.9   12. ],14.97975060760971,[1323.14997252 1339.22619733   14.97975061],strong,strong
299,0.4,0.14,0.01,7.41,0.01,5.75,0.56,0.0,0.01,4.83,0.0,0.03,0.0,80.85,"[80.85, 0.4, 0.14, 0.01, 7.41, 0.01, 5.75, 0.56, 0.0, 0.01, 4.83, 0.0, 0.03, 0.0]",1805.2,2101.5,4.0,[1805.2 2101.5    4. ],7.849326727966762,[1631.43085317 2050.08954496    7.84932673],fragile,medium
300,0.02,0.07,0.1,4.83,10.2,3.2,0.01,0.0,0.01,0.01,0.0,0.52,0.24,80.8,"[80.8, 0.02, 0.07, 0.1, 4.83, 10.2, 3.2, 0.01, 0.0, 0.01, 0.01, 0.0, 0.52, 0.24]",1304.3,1338.7,14.0,[1304.3 1338.7   14. ],15.377242475610108,[1279.57694101 1306.22088196   15.37724248],strong,strong
301,0.36,0.23,0.01,6.55,0.01,5.75,0.86,0.0,0.41,5.1,0.0,0.03,0.0,80.68,"[80.68, 0.36, 0.23, 0.01, 6.55, 0.01, 5.75, 0.86, 0.0, 0.41, 5.1, 0.0, 0.03, 0.0]",1653.6,1963.7,6.0,[1653.6 1963.7    6. ],8.34076531876833,[1569.60887056 1974.51784844    8.34076532],medium,medium
302,0.02,0.01,0.01,0.01,15.3,1.4,0.01,0.0,0.01,0.01,0.0,0.12,2.1,80.97,"[80.97, 0.02, 0.01, 0.01, 0.01, 15.3, 1.4, 0.01, 0.0, 0.01, 0.01, 0.0, 0.12, 2.1]",1792.2,1916.2,4.0,[1792.2 1916.2    4. ],9.592828568639394,[1867.04774457 1913.63539064    9.59282857],fragile,medium
303,0.38,0.19,0.01,7.39,0.01,5.75,0.06,0.0,0.01,4.88,0.0,0.03,0.0,81.28,"[81.28, 0.38, 0.19, 0.01, 7.39, 0.01, 5.75, 0.06, 0.0, 0.01, 4.88, 0.0, 0.03, 0.0]",1564.0,1887.9,8.0,[1564.  1887.9    8. ],8.971094092534914,[1577.02779908 1984.54557147    8.97109409],medium,medium
304,0.11,0.68,0.25,11.9,2.38,1.76,0.33,0.02,0.01,0.01,0.0,0.03,0.0,82.5,"[82.5, 0.11, 0.68, 0.25, 11.9, 2.38, 1.76, 0.33, 0.02, 0.01, 0.01, 0.0, 0.03, 0.0]",1021.0,1128.8,23.6,[1021.  1128.8   23.6],14.131386066736258,[1166.48607449 1386.24791798   14.13138607],strong,strong
305,0.32,0.23,0.01,6.61,0.01,5.75,0.92,0.0,0.01,4.9,0.0,0.03,0.0,81.2,"[81.2, 0.32, 0.23, 0.01, 6.61, 0.01, 5.75, 0.92, 0.0, 0.01, 4.9, 0.0, 0.03, 0.0]",1681.2,1984.3,8.0,[1681.2 1984.3    8. ],8.968170834320265,[1526.16512823 1891.70102111    8.96817083],medium,medium
306,0.01,0.06,0.08,4.72,10.1,3.13,0.01,0.0,0.01,0.01,0.0,0.25,0.23,81.39,"[81.39, 0.01, 0.06, 0.08, 4.72, 10.1, 3.13, 0.01, 0.0, 0.01, 0.01, 0.0, 0.25, 0.23]",1172.0,1198.2,16.0,[1172.  1198.2   16. ],16.369570970305354,[1188.94077365 1215.66049683   16.36957097],strong,strong
307,0.38,0.18,0.01,7.27,0.01,3.77,0.96,0.0,0.01,4.9,0.0,0.03,0.0,82.48,"[82.48, 0.38, 0.18, 0.01, 7.27, 0.01, 3.77, 0.96, 0.0, 0.01, 4.9, 0.0, 0.03, 0.0]",1722.5,1998.1,5.0,[1722.5 1998.1    5. ],8.217815707597849,[1644.81069611 2013.9321902     8.21781571],medium,medium
308,0.0,0.06,0.05,5.15,10.2,3.2,0.01,0.0,0.01,0.01,0.0,0.03,0.09,81.18,"[81.18, 0.0, 0.06, 0.05, 5.15, 10.2, 3.2, 0.01, 0.0, 0.01, 0.01, 0.0, 0.03, 0.09]",1019.0,1019.0,19.0,[1019. 1019.   19.],17.797346803036014,[1065.5192907  1089.76475758   17.7973468 ],strong,strong
309,0.37,0.17,0.01,5.2,0.01,5.84,1.05,0.0,0.91,4.88,0.0,0.03,0.0,81.53,"[81.53, 0.37, 0.17, 0.01, 5.2, 0.01, 5.84, 1.05, 0.0, 0.91, 4.88, 0.0, 0.03, 0.0]",1860.3,2156.6,3.0,[1860.3 2156.6    3. ],7.8695526209594036,[1574.12436352 1987.00090993    7.86955262],fragile,medium
310,0.41,0.19,0.01,6.99,0.01,5.84,0.92,0.0,0.01,0.02,0.0,0.03,0.0,85.57,"[85.57, 0.41, 0.19, 0.01, 6.99, 0.01, 5.84, 0.92, 0.0, 0.01, 0.02, 0.0, 0.03, 0.0]",1812.1,2087.7,2.0,[1.8121e+03 2.0877e+03 2.0000e+00],6.640993099509167,[1611.04225082 1978.51380479    6.6409931 ],fragile,medium
311,0.27,0.27,0.01,0.41,8.28,0.49,0.07,0.0,0.01,3.9,0.0,0.03,0.0,86.25,"[86.25, 0.27, 0.27, 0.01, 0.41, 8.28, 0.49, 0.07, 0.0, 0.01, 3.9, 0.0, 0.03, 0.0]",1139.7,,15.4,[1139.7    nan   15.4],12.391977717364044,[1561.64601525 1693.1505347    12.39197772],strong,strong
